"AggregationMinutes","Preprocessing","Minutes","Hours","MAE_Train","MAE_Test","RMSE_Train","RMSE_Test","MAPE_Train","MAPE_Test","R_Squared","EVS","Ljung_Box_p","AIC","BIC","Theils_U","Forecast_Bias","ExecutionTime"
1,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254546165466309
1,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254546165466309
1,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254546165466309
1,"No",30,0.5,0.0890101524680637,0.241115247829587,0.153694813745087,0.2656032049824,0.180326101128709,0.82141148476486,0.991471946098654,0.998499960861169,0.502620943800554,-146.943241459966,-121.399586652844,0.147665846561125,0.798765148842467,0.338186979293823
1,"No",45,0.75,0.0890101524680637,0.254220383675319,0.153694813745087,0.279332075163276,0.180326101128709,0.863020992072104,0.987105897226811,0.997785872608344,0.502620943800554,-146.943241459966,-121.399586652844,0.167184207202182,0.850165892449473,0.338186979293823
1,"No",60,1,0.0890101524680637,0.280464792940699,0.153694813745087,0.305275947379433,0.180326101128709,0.940963341245875,0.988406391051416,0.998192052246337,0.502620943800554,-146.943241459966,-121.399586652844,0.175368298594582,0.933969428583272,0.338186979293823
5,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366442918777466
5,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366442918777466
5,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366442918777466
5,"No",30,0.5,0.0667107996262175,0.220114862173528,0.0910300790161603,0.244057213037178,0.118471421663851,0.746784439160129,0.990722721847931,0.998269055739467,0.0713867719106542,-55.7147923131196,-44.6301597439268,0.105492868261875,0.729195197023549,0.278984069824219
5,"No",45,0.75,0.0667107996262175,0.260238394544003,0.0910300790161603,0.281575372086933,0.118471421663851,0.884113321134082,0.982533008326011,0.997453101043,0.0713867719106542,-55.7147923131196,-44.6301597439268,0.146004081246519,0.870291373762097,0.278984069824219
5,"No",60,1,0.0667107996262175,0.28187510224928,0.0910300790161603,0.301734702882991,0.118471421663851,0.94481716191392,0.984811935905957,0.998066496385783,0.0713867719106542,-55.7147923131196,-44.6301597439268,0.117815203280881,0.93866586753823,0.278984069824219
15,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0583670139312744
15,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0583670139312744
15,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0583670139312744
15,"No",30,0.5,0.0696975493132254,0.189712109089827,0.0920903406032398,0.212506061591148,0.131865212830789,0.643835175300807,0.974875292064899,0.994899183475282,0.0035356046800441,-11.1851204990419,-8.27568060031393,0.0646799415980748,0.628477138706112,0.554584980010986
15,"No",45,0.75,0.0696975493132254,0.236551380422489,0.0920903406032398,0.257791553086691,0.131865212830789,0.804459142184964,0.951101340649967,0.992274155555352,0.0035356046800441,-11.1851204990419,-8.27568060031393,0.0955676620978659,0.791077066833036,0.554584980010986
15,"No",60,1,0.0696975493132254,0.257201534190459,0.0920903406032398,0.274420958910113,0.131865212830789,0.865718571941558,0.929461640162225,0.991425421355389,0.0035356046800441,-11.1851204990419,-8.27568060031393,0.114481147903061,0.856500979676958,0.554584980010986
