"AggregationMinutes","Preprocessing","Minutes","Hours","MAE_Train","MAE_Test","RMSE_Train","RMSE_Test","MAPE_Train","MAPE_Test","R_Squared","EVS","Ljung_Box_p","AIC","BIC","Theils_U","Forecast_Bias","ExecutionTime"
1,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278130054473877
1,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278130054473877
1,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278130054473877
1,"No",30,0.5,0.0938600538314034,0.132042401632669,0.153395396786037,0.160480970908491,0.224281304688273,0.423479780353119,0.993281177284301,0.995943345534322,0.592423057571104,-242.787652283592,-219.09194346231,0.132801473486617,0.122657317235175,1.81006193161011
1,"No",45,0.75,0.0938600538314034,0.133189559371584,0.153395396786037,0.161129422213376,0.224281304688273,0.448138014385649,0.995991267801548,0.997715625551115,0.592423057571104,-242.787652283592,-219.09194346231,0.131864630506314,0.180151475033831,1.81006193161011
1,"No",60,1,0.0936236800021573,0.154863008062623,0.154174683320863,0.184087374679712,0.221079972993245,0.529939112374214,0.996880685512502,0.998310310570071,0.515400281422435,-230.73112122844,-207.877983577991,0.152055402655736,0.264705785812122,1.81006193161011
5,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457580089569092
5,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457580089569092
5,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457580089569092
5,"No",30,0.5,0.0791863238736766,0.153807271624056,0.110870386644508,0.173170228220368,0.17245092120966,0.531802264090532,0.987405172236844,0.997217682321799,0.543669531189823,-77.974259947677,-67.7838353341107,0.154477984836235,0.408445263116642,0.670543193817139
5,"No",45,0.75,0.0787817558338126,0.216348802811639,0.110633988398161,0.241569198973473,0.167764762576625,0.761939092398663,0.988692793550886,0.998002926082508,0.468078540905162,-75.1271466882008,-65.1071000086126,0.222411104325651,0.733766771045193,0.670543193817139
5,"No",60,1,0.0791283265656502,0.274806297864847,0.111015555885629,0.316227764648777,0.166407768561531,0.965702034290129,0.990252820389155,0.997788837630363,0.386315926137507,-71.5852293970804,-61.7432902645849,0.263341256996836,0.905609124962832,0.670543193817139
15,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0567400455474854
15,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0567400455474854
15,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0567400455474854
15,"No",30,0.5,0.0847557756169625,0.0838350325530921,0.143246129017589,0.08565810839066,0.162704715392076,0.257322608453717,0.996377965418573,0.999905807579081,0.261440027456401,-6.87793338675145,-2.21137794864428,0.0210707307421732,-0.112875211305498,3.38638210296631
15,"No",45,0.75,0.0860977336470313,0.0828187801542312,0.148736353732425,0.087779177348023,0.162275573682304,0.237359095004534,0.999086340358832,0.999872311977119,0.189652101302401,-5.14069926102978,-1.13541922941182,0.0182764530820949,-0.0630538164239349,3.38638210296631
15,"No",60,1,0.0860977336470313,0.0849014155793426,0.148736353732425,0.0920816571365203,0.162275573682304,0.260101129782162,0.999354400095507,0.999885068740487,0.189652101302401,-5.14069926102978,-1.13541922941182,0.0215095044087612,-0.0962902278388272,3.38638210296631
