"AggregationMinutes","Preprocessing","Minutes","Hours","MAE_Train","MAE_Test","RMSE_Train","RMSE_Test","MAPE_Train","MAPE_Test","R_Squared","EVS","Ljung_Box_p","AIC","BIC","Theils_U","Forecast_Bias","ExecutionTime"
5,"Yes",60,1,0.184755293173152,0.213222415750599,0.243476512210145,0.26500755759426,2.39333616458122,6.42144931931906,0.27431900284833,0.66960815351344,0.328513514337936,86.4269521911133,181.970751525849,0.941678072856524,-4.60309904001796,131.494564056396
5,"Yes",120,2,0.184755293173152,0.225528315853445,0.243476512210145,0.278911537485779,2.39333616458122,7.14003150866355,0.518466675780839,0.716793705958389,0.328513514337936,86.4269521911133,181.970751525849,0.877338952382686,-4.81863554859169,131.494564056396
5,"Yes",180,3,0.184755293173152,0.223382891207465,0.243476512210145,0.273385446172868,2.39333616458122,8.17385897952339,0.503626400284822,0.780992377356026,0.328513514337936,86.4269521911133,181.970751525849,0.951482859253853,-6.22384325953548,131.494564056396
5,"Yes",360,6,0.184755293173152,0.307495197379598,0.243476512210145,0.363776503576386,2.39333616458122,11.2139656640997,0.651292162274928,0.92755577366365,0.328513514337936,86.4269521911133,181.970751525849,0.867128282060448,-8.82699423406345,131.494564056396
5,"Yes",720,12,0.184755293173152,0.436774979108239,0.243476512210145,0.501661810150064,2.39333616458122,9.63313015224654,0.972364797191639,0.99060098696929,0.328513514337936,86.4269521911133,181.970751525849,0.845478182698658,-5.49595421411537,131.494564056396
5,"Yes",1440,24,0.184755293173152,0.798502698701772,0.243476512210145,1.01668877714916,2.39333616458122,8.53554846577073,0.988411515280174,0.994123259892836,0.328513514337936,86.4269521911133,181.970751525849,1.25151311001634,-0.837630984057632,131.494564056396
5,"Yes",2160,36,0.184755293173152,1.10925323366127,0.243476512210145,1.4112848114192,2.39333616458122,11.4311029797292,0.979183433727279,0.991344737367958,0.328513514337936,86.4269521911133,181.970751525849,1.78364902511702,1.03406921579972,131.494564056396
5,"Yes",2880,48,0.184755293173152,1.1730623267493,0.243476512210145,1.44601569115339,2.39333616458122,10.1140252229829,0.98005965989237,0.992462389710194,0.328513514337936,86.4269521911133,181.970751525849,1.74992123323945,1.98455856105342,131.494564056396
5,"Yes",4320,72,0.184755293173152,1.05888584516758,0.243476512210145,1.31131788777568,2.39333616458122,10.2374272284633,0.984341950787696,0.994232669978868,0.328513514337936,86.4269521911133,181.970751525849,1.58221494074464,1.8247450068739,131.494564056396
5,"No",60,1,0.195935775762951,0.288973080010133,0.25619123911494,0.346399096844258,2.41562530457732,7.45503521294716,0.811262352294298,0.847955236216002,0.391124174214138,387.353514912927,438.475991750882,0.681762334907661,-4.12396682794529,26.4292480945587
5,"No",120,2,0.195935775762951,0.313267852007879,0.25619123911494,0.375776049803765,2.41562530457732,8.4695115460472,0.77933773368205,0.886932212808098,0.391124174214138,387.353514912927,438.475991750882,0.769149924188316,-6.46609640146589,26.4292480945587
5,"No",180,3,0.195935775762951,0.366522586766201,0.25619123911494,0.431099501012729,2.41562530457732,10.9719665382464,0.761362143924481,0.904959816627462,0.391124174214138,387.353514912927,438.475991750882,0.935726275767307,-7.1647476389907,26.4292480945587
5,"No",360,6,0.195935775762951,0.390903424436952,0.25619123911494,0.45981177651833,2.41562530457732,12.3194743074184,0.693128533468036,0.921121009470407,0.391124174214138,387.353514912927,438.475991750882,1.11376972439816,-8.18929324701568,26.4292480945587
5,"No",720,12,0.195935775762951,0.527635113918015,0.25619123911494,0.634932967336198,2.41562530457732,11.728321654685,0.935202670806722,0.965372768336438,0.391124174214138,387.353514912927,438.475991750882,1.29101113695018,-8.29642407154453,26.4292480945587
5,"No",1440,24,0.195935775762951,0.783764003603282,0.25619123911494,0.918089680388871,2.41562530457732,13.3439641547006,0.955155406849482,0.975618843413341,0.391124174214138,387.353514912927,438.475991750882,1.50846064931246,-7.97418909079938,26.4292480945587
5,"No",2160,36,0.195935775762951,1.00617555916202,0.25619123911494,1.15697958696231,2.41562530457732,20.3127870723514,0.925681050227544,0.969320251249733,0.391124174214138,387.353514912927,438.475991750882,1.77398948634847,-12.8731584540076,26.4292480945587
5,"No",2880,48,0.195935775762951,1.11377043854695,0.25619123911494,1.29757335112573,2.41562530457732,18.4556819881013,0.970024730471711,0.990498742593183,0.391124174214138,387.353514912927,438.475991750882,1.67564822177621,-10.3243375225366,26.4292480945587
5,"No",4320,72,0.195935775762951,1.25523923621789,0.25619123911494,1.45973132324478,2.41562530457732,17.1912671524866,0.973394447283795,0.992654871470733,0.391124174214138,387.353514912927,438.475991750882,1.89150922463594,-9.46773446837478,26.4292480945587
15,"Yes",60,1,0.155852227258988,0.182618037735646,0.207087077330641,0.22498525769766,1.97669289637386,5.09914976120493,0.265251730842151,0.681063769379429,0.550809478770413,-241.321672506294,-166.430805330945,0.692961625969124,-4.15669076705823,28.6975681781769
15,"Yes",120,2,0.155852227258988,0.196391173830601,0.207087077330641,0.248951805418474,1.97669289637386,5.79795211334091,0.663699426435711,0.851749816315388,0.550809478770413,-241.321672506294,-166.430805330945,0.59470467067127,-4.43260248678544,28.6975681781769
15,"Yes",180,3,0.155852227258988,0.19057798795973,0.207087077330641,0.239768006432741,1.97669289637386,6.98526637387053,0.588788152442312,0.871013546590393,0.550809478770413,-241.321672506294,-166.430805330945,0.765705737547586,-5.83242839533956,28.6975681781769
15,"Yes",360,6,0.155852227258988,0.260198930945343,0.207087077330641,0.310901685390112,1.97669289637386,9.38847578813801,0.713266999433366,0.946936910869092,0.550809478770413,-241.321672506294,-166.430805330945,0.414111464585141,-7.7833216763182,28.6975681781769
15,"Yes",720,12,0.155852227258988,0.382083673309783,0.207087077330641,0.444129407303618,1.97669289637386,8.08255281885184,0.978370710997432,0.992183602082525,0.550809478770413,-241.321672506294,-166.430805330945,0.399622398697093,-4.7569216690252,28.6975681781769
15,"Yes",1440,24,0.155852227258988,0.778827493428686,0.207087077330641,1.0292575596643,1.97669289637386,7.56725094029561,0.988093627596104,0.993181440360295,0.550809478770413,-241.321672506294,-166.430805330945,0.644093550107971,0.115017163770846,28.6975681781769
15,"Yes",2160,36,0.155852227258988,1.11953061258729,0.207087077330641,1.42452235677258,1.97669289637386,10.5300287018337,0.979545547217341,0.991335940174254,0.550809478770413,-241.321672506294,-166.430805330945,0.874285351691752,2.28015771991391,28.6975681781769
15,"Yes",2880,48,0.155852227258988,1.20322721644486,0.207087077330641,1.47437182584106,1.97669289637386,9.38345283369257,0.979188689588882,0.99224943426737,0.550809478770413,-241.321672506294,-166.430805330945,0.882395168559731,3.23758801136733,28.6975681781769
15,"Yes",4320,72,0.155852227258988,1.06655333855627,0.207087077330641,1.33478389098303,1.97669289637386,9.4076658387909,0.984268861420572,0.993896320317072,0.550809478770413,-241.321672506294,-166.430805330945,0.783300230502885,3.15360129180444,28.6975681781769
15,"No",60,1,0.158011718397763,0.187426362599528,0.212237859700975,0.219657865290767,1.88980213088335,4.0481168004787,0.904327814073184,0.913392730915137,0.55475455048465,-215.025732569642,-179.888557121063,0.284160826201504,-1.64745652485771,5.88035488128662
