"AggregationMinutes","Preprocessing","Minutes","Hours","MAE_Train","MAE_Test","RMSE_Train","RMSE_Test","MAPE_Train","MAPE_Test","R_Squared","EVS","ExecutionTime"
60,"Yes",120,2,2.60596122855905,7.00735144667458,4.15683700069116,9.60647339633679,30.3217643847224,132.762972751274,-0.00257032265628609,0.0251843236413734,229.185137033463
60,"Yes",180,3,2.81273898170612,6.85046569955976,5.01842404744711,9.92138130920725,27.43270287968,105.399841298207,-0.0693777864056253,0,229.185137033463
60,"Yes",360,6,2.23524980002274,8.52885269047921,3.60398017180647,11.7631182505266,25.8170586492961,155.52252332024,-0.503252039546952,0,229.185137033463
60,"Yes",720,12,2.34857483146809,9.00805137329196,3.95841521401535,12.1509964407216,24.9215797117024,129.200469198789,-0.604023266031334,0,229.185137033463
60,"Yes",1440,24,2.61965955848458,7.82449475798691,4.61610335405312,10.7125797996209,27.6725827564902,137.924047949661,-0.24673748156463,0,229.185137033463
60,"Yes",2160,36,2.53463558147572,9.38089639998319,4.39307431050906,12.5839407514916,28.1207988257507,146.15095572438,-0.720363444321595,0,229.185137033463
60,"Yes",2880,48,2.38754692978329,7.60313645751853,3.79794425929594,10.8129163311881,29.1626750972691,121.564393913578,-0.270201323826459,0,229.185137033463
60,"Yes",4320,72,2.86054534316946,7.12763027607349,4.61504456996217,10.9761354204598,26.5665289778089,70.7742630682134,-0.308837679615428,0.0806693453005527,229.185137033463
60,"No",60,1,119.331895842376,17.1770665645599,141.669886376842,19.2015068357425,72.9421659855925,528.16531459845,-1,0,226.611754179001
60,"No",120,2,115.67262584545,22.3156093142325,138.130773635324,23.8444766656484,70.9793441118376,639.241232646556,-1,0,226.611754179001
60,"No",180,3,101.180855630945,40.2356650984915,123.162353164434,41.3176801993086,66.5881272244213,1060.15691564063,-1,0,226.611754179001
60,"No",360,6,127.934730423821,11.439983045783,149.639891612039,12.9502329367048,79.2028205475216,318.686845136137,-0.82197341766034,0,226.611754179001
60,"No",720,12,112.991636760147,23.5094964633072,135.761195205959,25.400357148431,67.5784801235947,637.087273175015,-1,0,226.611754179001
60,"No",1440,24,110.994713168674,23.8693646541395,133.487850616832,26.3917111195099,68.9417941368581,617.062726180375,-1,0,226.611754179001
60,"No",2160,36,102.589638420388,28.7820490164506,124.696570743404,32.8974177097794,66.7748926930295,598.190590215541,-1,0,226.611754179001
60,"No",2880,48,108.97364332411,19.6142792771992,131.428458824526,23.5438936078368,68.2549385276033,382.23082139957,-1,0,226.611754179001
60,"No",4320,72,123.711522377862,8.92946726129766,145.780977175518,12.3548204767448,75.8446241634965,129.913776193686,-0.658287222748633,0,226.611754179001
120,"Yes",60,1,5.14354020328177,6.72083902802384,7.21348228743815,9.00004368258256,68.2862097232539,122.382941662059,0.0848446291984786,0.102015463304498,171.822690963745
120,"Yes",120,2,6.5190561415798,7.74417679887069,8.59364869016213,9.74511122087726,115.748233053863,177.317252286312,-0.072949293931134,0,171.822690963745
120,"Yes",180,3,4.58392148483631,7.60946256495359,6.4499616333935,9.68874273296056,60.3228689498869,147.902999835492,-0.0605727063943409,0,171.822690963745
120,"Yes",360,6,6.49370817317519,7.88498900580824,8.57544666566272,9.9529047596483,114.855253251751,178.103723476258,-0.11919379762526,0,171.822690963745
120,"Yes",720,12,6.51526366931215,7.59256584267867,8.51680657303891,9.75702848323076,116.620283853166,164.577309756127,-0.0755751103621809,0,171.822690963745
120,"Yes",1440,24,5.4586914405527,7.54098937921357,7.56050111574824,9.97562180065068,80.3563973814876,140.217406033632,-0.124308643478306,0,171.822690963745
120,"Yes",2160,36,6.4791366004451,7.00017396140517,8.59704081878082,9.4874743607387,113.564486708893,121.925858706364,-0.0169669253205087,0.0447932669545236,171.822690963745
120,"Yes",2880,48,5.7889541791083,6.94122941401967,8.04143601219046,9.80028588168187,89.3581588148325,104.528252576291,-0.0851332905126994,0.105464895812181,171.822690963745
120,"Yes",4320,72,5.30566674570089,7.05135736298143,7.11953510454559,10.7562403010304,79.3296403098862,72.3189250446888,-0.307153500538123,0.105084867159522,171.822690963745
120,"No",60,1,67.0953495336133,7.50002976484466,76.7348837525084,9.9648061444509,82.7305001470477,138.882095231688,-0.121871994629635,0,176.415851831436
120,"No",120,2,61.0943109970684,9.11785149758322,71.4710952647401,10.6899656143446,71.6223596171229,246.38878723328,-0.291095045762949,0,176.415851831436
120,"No",180,3,69.6474202658779,7.73956958101507,78.9762953531856,10.8195226163847,87.6819471557648,101.838503643643,-0.322579528705753,0,176.415851831436
120,"No",360,6,64.1705378155376,8.06253644190337,74.1923601570435,10.0522920216073,77.0522708258344,187.702224020755,-0.141657387016498,0,176.415851831436
120,"No",720,12,67.8077406994132,7.49741311274077,77.3599152209116,10.2254891090132,84.1073485782254,121.750354920441,-0.181336925635341,0,176.415851831436
120,"No",1440,24,63.923553629439,7.74307943310654,73.9764869778891,9.82890945068343,76.586278198457,169.343510884852,-0.0914812168548171,0,176.415851831436
120,"No",2160,36,53.8936075609784,10.780267913216,64.6436939166566,13.2257540361558,62.1189087794091,253.404214043537,-0.976270926173079,0,176.415851831436
120,"No",2880,48,59.3097587112308,7.31442271215874,69.8397018367789,9.48302840887616,68.8943214053114,148.82410792032,-0.016014021221012,0,176.415851831436
120,"No",4320,72,61.4969927322033,6.89191349782442,71.82007741258,10.2066115466015,72.3335074161574,89.3344025247762,-0.176979153351868,0,176.415851831436
