"AggregationMinutes","Preprocessing","Minutes","Hours","MAE_Train","MAE_Test","RMSE_Train","RMSE_Test","MAPE_Train","MAPE_Test","R_Squared","EVS","Ljung_Box_p","AIC","BIC","Theils_U","Forecast_Bias","ExecutionTime"
1,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280421018600464
1,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280421018600464
1,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280421018600464
1,"No",30,0.5,2.86222640632811,3.01073664418694,4.72914783222238,4.09240996714769,8.42355446975761,0.340227350057796,0.999869410163496,0.999873314796978,0.506481884087043,1086.71633428233,1112.25998908945,0.0246851374763898,-0.0777624914802995,0.469498872756958
1,"No",45,0.75,2.86222640632811,2.81414653893561,4.72914783222238,3.65085193922398,8.42355446975761,2.0421239920572,0.999939408797974,0.999939466418159,0.506481884087043,1086.71633428233,1112.25998908945,0.0260423216584392,-0.0171974323663408,0.469498872756958
1,"No",60,1,2.86222640632811,3.31925204013414,4.72914783222238,4.28592868875206,8.42355446975761,2.80626445204556,0.999907527373521,0.999907933239896,0.506481884087043,1086.71633428233,1112.25998908945,0.0236207601306208,-0.0451741083705105,0.469498872756958
5,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305530071258545
5,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305530071258545
5,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305530071258545
5,"No",30,0.5,3.5462240918441,2.94294754497499,4.60289432675923,3.42958638923766,13.0123893474887,0.342216786441096,0.999886208128886,0.999888141862364,0.550319110632708,224.084916501951,233.586030132687,0.0123613320391302,-0.049129237162572,0.162148952484131
5,"No",45,0.75,3.5462240918441,2.49534599214918,4.60289432675923,3.0661248673334,13.0123893474887,0.609224339686648,0.99995370179666,0.999956466501392,0.550319110632708,224.084916501951,233.586030132687,0.010701838832364,-0.114450842451244,0.162148952484131
5,"No",60,1,3.5462240918441,2.28539049051205,4.60289432675923,2.95554954011457,13.0123893474887,0.540788683552926,0.999943621499327,0.99994924462459,0.550319110632708,224.084916501951,233.586030132687,0.0100271858588176,-0.148501236529917,0.162148952484131
15,"Yes",30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284271001815796
15,"Yes",45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284271001815796
15,"Yes",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284271001815796
15,"No",30,0.5,2.43500836756763,3.52927093129529,2.73892655515411,3.79518647431013,10.8006513062033,0.461473251064842,0.999755095823785,0.999788212682297,0.472115419751548,70.2361106076363,73.1455505063643,0.00899187246888367,-0.153361086086962,0.277228116989136
15,"No",45,0.75,2.43500836756763,4.1715367765492,2.73892655515411,4.41873148715735,10.8006513062033,1.57101952473364,0.999884885900687,0.999929442303716,0.472115419751548,70.2361106076363,73.1455505063643,0.00963958846549541,-0.419928413272381,0.277228116989136
15,"No",60,1,2.43500836756763,4.56568203871591,2.73892655515411,4.78582339831281,10.8006513062033,1.4394312954098,0.999822801037823,0.999917511310629,0.472115419751548,70.2361106076363,73.1455505063643,0.0107320657124792,-0.556652718189517,0.277228116989136
